document_id,document_metadata.geography,world_bank_region,country_name
UNFCCC.party.31.0,AGO,Sub-Saharan Africa,Angola
CCLW.executive.1394.2633,ITA,Europe & Central Asia,Italy
CCLW.executive.1402.2632,ITA,Europe & Central Asia,Italy
CCLW.executive.1406.2102,JAM,Latin America & Caribbean,Jamaica
CCLW.executive.1406.3939,JAM,Latin America & Caribbean,Jamaica
CCLW.executive.1417.2095,JOR,Middle East & North Africa,Jordan
CCLW.executive.1429.2071,KEN,Sub-Saharan Africa,Kenya
CCLW.executive.1457.2424,FSM,East Asia & Pacific,Micronesia
CCLW.executive.1533.2346,PAK,South Asia,Pakistan
CCLW.executive.1539.2547,PER,Latin America & Caribbean,Peru
CCLW.executive.1550.2344,PHL,East Asia & Pacific,Philippines
CCLW.executive.1551.2410,PHL,East Asia & Pacific,Philippines
CCLW.executive.1571.1887,PRT,Europe & Central Asia,Portugal
CCLW.executive.1584.2316,ROU,Europe & Central Asia,Romania
CCLW.executive.1594.3156,RUS,Europe & Central Asia,Russia
CCLW.executive.1594.4667,RUS,Europe & Central Asia,Russia
CCLW.executive.1595.0,RUS,Europe & Central Asia,Russia
CCLW.executive.1596.2542,RUS,Europe & Central Asia,Russia
CCLW.executive.1597.2304,RUS,Europe & Central Asia,Russia
CCLW.executive.1598.0,RUS,Europe & Central Asia,Russia
CCLW.executive.1606.2298,SAU,Middle East & North Africa,Saudi Arabia
CCLW.executive.1615.2264,SEN,Sub-Saharan Africa,Senegal
CCLW.executive.1626.3054,SVK,Europe & Central Asia,Slovakia
CCLW.executive.1642.1485,SVK,Europe & Central Asia,Slovakia
CCLW.executive.1649.1874,KOR,East Asia & Pacific,South Korea
CCLW.executive.1665.2236,ESP,Europe & Central Asia,Spain
CCLW.executive.1670.2063,ESP,Europe & Central Asia,Spain
CCLW.executive.1671.0,ESP,Europe & Central Asia,Spain
CCLW.executive.1673.2228,ESP,Europe & Central Asia,Spain
CCLW.executive.1689.3005,CHE,Europe & Central Asia,Switzerland
CCLW.executive.1690.3162,CHE,Europe & Central Asia,Switzerland
CCLW.executive.1715.2198,TTO,Latin America & Caribbean,Trinidad and Tobago
CCLW.legislative.1383.2500,ITA,Europe & Central Asia,Italy
CCLW.legislative.1393.2487,ITA,Europe & Central Asia,Italy
CCLW.legislative.1397.2479,ITA,Europe & Central Asia,Italy
CCLW.legislative.1413.4607,JPN,East Asia & Pacific,Japan
CCLW.legislative.1415.2463,JPN,East Asia & Pacific,Japan
CCLW.legislative.1432.2447,KWT,Middle East & North Africa,Kuwait
CCLW.legislative.1452.2429,MEX,Latin America & Caribbean,Mexico
CCLW.legislative.1505.4698,NLD,Europe & Central Asia,Netherlands
CCLW.legislative.1510.rtl_271,NZL,East Asia & Pacific,New Zealand
CCLW.legislative.1511.2379,NZL,East Asia & Pacific,New Zealand
CCLW.legislative.1513.5146,NZL,East Asia & Pacific,New Zealand
CCLW.legislative.1520.3134,NOR,Europe & Central Asia,Norway
CCLW.legislative.1525.3142,NOR,Europe & Central Asia,Norway
CCLW.legislative.1553.4055,PHL,East Asia & Pacific,Philippines
CCLW.legislative.1562.2334,POL,Europe & Central Asia,Poland
CCLW.legislative.1664.2238,ESP,Europe & Central Asia,Spain
CCLW.legislative.1683.6564,SWE,Europe & Central Asia,Sweden
CCLW.legislative.1692.3168,CHE,Europe & Central Asia,Switzerland
CCLW.legislative.1694.3171,CHE,Europe & Central Asia,Switzerland
CCLW.legislative.1694.3172,CHE,Europe & Central Asia,Switzerland
CCLW.legislative.1705.2207,TZA,Sub-Saharan Africa,Tanzania
CCLW.legislative.1722.3180,TUR,Europe & Central Asia,Turkey
CCLW.legislative.1723.3181,TUR,Europe & Central Asia,Turkey
CCLW.legislative.1723.3182,TUR,Europe & Central Asia,Turkey
CCLW.legislative.1723.5310,TUR,Europe & Central Asia,Turkey
CCLW.legislative.1728.2188,TUV,East Asia & Pacific,Tuvalu
CCLW.legislative.1741.2175,UKR,Europe & Central Asia,Ukraine
CCLW.legislative.1754.3555,GBR,Europe & Central Asia,United Kingdom
CCLW.legislative.1755.4614,GBR,Europe & Central Asia,United Kingdom
CCLW.legislative.1765.4396,GBR,Europe & Central Asia,United Kingdom
CCLW.legislative.1766.4154,GBR,Europe & Central Asia,United Kingdom
CCLW.legislative.1766.rtl_74,GBR,Europe & Central Asia,United Kingdom
CCLW.legislative.1772.2149,USA,North America,United States of America
CCLW.legislative.1783.2137,VUT,East Asia & Pacific,Vanuatu
CCLW.legislative.1786.2134,VEN,Latin America & Caribbean,Venezuela
CCLW.legislative.1790.6601,VNM,East Asia & Pacific,Vietnam
CCLW.legislative.1798.2119,VNM,East Asia & Pacific,Vietnam
CCLW.legislative.2005.3189,POL,Europe & Central Asia,Poland
CCLW.legislative.2006.2101,SWE,Europe & Central Asia,Sweden
CCLW.legislative.2008.2099,ARG,Latin America & Caribbean,Argentina
CCLW.legislative.2010.4741,POL,Europe & Central Asia,Poland
CCLW.legislative.2018.2091,ECU,Latin America & Caribbean,Ecuador
CCLW.legislative.2036.2076,EGY,Middle East & North Africa,Egypt
CCLW.legislative.2039.2074,ARG,Latin America & Caribbean,Argentina
CCLW.legislative.2074.2043,DEU,Europe & Central Asia,Germany
CCLW.legislative.4018.2033,CAF,Sub-Saharan Africa,Central African Republic
CCLW.legislative.4042.2030,GMB,Sub-Saharan Africa,Gambia
CCLW.legislative.4066.2021,GNB,Sub-Saharan Africa,Guinea-Bissau
CCLW.legislative.4120.2013,MWI,Sub-Saharan Africa,Malawi
CCLW.legislative.4281.6396,ISL,Europe & Central Asia,Iceland
CCLW.legislative.4289.6432,LIE,Europe & Central Asia,Liechtenstein
CCLW.legislative.4740.1924,SYC,Sub-Saharan Africa,Seychelles
CCLW.legislative.4757.1911,TON,East Asia & Pacific,Tonga
CCLW.legislative.4758.1909,URY,Latin America & Caribbean,Uruguay
CCLW.legislative.4785.1882,HRV,Europe & Central Asia,Croatia
CCLW.legislative.4786.2193,HRV,Europe & Central Asia,Croatia
CCLW.legislative.4799.1872,HRV,Europe & Central Asia,Croatia
CCLW.legislative.4800.1870,HRV,Europe & Central Asia,Croatia
CCLW.legislative.4953.1773,CIV,Sub-Saharan Africa,Côte d'Ivoire
CCLW.legislative.4956.1771,DJI,Middle East & North Africa,Djibouti
CCLW.legislative.4967.1759,LIE,Europe & Central Asia,Liechtenstein
CCLW.legislative.4977.1749,PAN,Latin America & Caribbean,Panama
CCLW.legislative.4981.1665,PNG,East Asia & Pacific,Papua New Guinea
CCLW.legislative.8144.1722,BTN,South Asia,Bhutan
CCLW.legislative.8230.1690,PAK,South Asia,Pakistan
CCLW.legislative.8541.3034,LUX,Europe & Central Asia,Luxembourg
CCLW.legislative.8543.3215,LUX,Europe & Central Asia,Luxembourg
CCLW.legislative.8555.1587,SMR,Europe & Central Asia,San Marino
CCLW.legislative.8560.0,PSE,Middle East & North Africa,Palestine
CCLW.legislative.8571.3014,EUR,Europe & Central Asia,European Union
CCLW.legislative.8571.3015,EUR,Europe & Central Asia,European Union
CCLW.legislative.8580.1568,RWA,Sub-Saharan Africa,Rwanda
CCLW.legislative.8591.1557,BRA,Latin America & Caribbean,Brazil
CCLW.legislative.8605.1544,TUR,Europe & Central Asia,Turkey
CCLW.legislative.8616.1517,TWN,East Asia & Pacific,Taiwan
CCLW.legislative.8625.3521,PER,Latin America & Caribbean,Peru
CCLW.legislative.8640.0,LBY,Middle East & North Africa,Libya
CCLW.legislative.8676.0,MKD,Europe & Central Asia,North Macedonia (Republic of North Macedonia)
CCLW.legislative.8683.1478,GRC,Europe & Central Asia,Greece
CCLW.legislative.8739.1417,MEX,Latin America & Caribbean,Mexico
CCLW.legislative.8765.1402,PAK,South Asia,Pakistan
UNFCCC.party.327.0,COG,Sub-Saharan Africa,Congo
UNFCCC.party.350.0,CRI,Latin America & Caribbean,Costa Rica
UNFCCC.party.355.0,HRV,Europe & Central Asia,Croatia
UNFCCC.party.362.0,CUB,Latin America & Caribbean,Cuba
UNFCCC.party.363.0,CUB,Latin America & Caribbean,Cuba
UNFCCC.party.371.0,CZE,Europe & Central Asia,Czechia
UNFCCC.party.373.0,CZE,Europe & Central Asia,Czechia
UNFCCC.party.382.0,DNK,Europe & Central Asia,Denmark
UNFCCC.party.658.0,ISR,Middle East & North Africa,Israel
UNFCCC.party.66.0,ARG,Latin America & Caribbean,Argentina
UNFCCC.party.664.0,ITA,Europe & Central Asia,Italy
UNFCCC.party.666.0,JAM,Latin America & Caribbean,Jamaica
UNFCCC.party.669.0,JAM,Latin America & Caribbean,Jamaica
UNFCCC.party.673.0,JPN,East Asia & Pacific,Japan
UNFCCC.party.676.0,JPN,East Asia & Pacific,Japan
UNFCCC.party.691.0,JOR,Middle East & North Africa,Jordan
UNFCCC.party.697.0,KAZ,Europe & Central Asia,Kazakhstan
UNFCCC.party.702.0,KEN,Sub-Saharan Africa,Kenya
UNFCCC.party.709.0,KIR,East Asia & Pacific,Kiribati
UNFCCC.party.717.0,KGZ,Europe & Central Asia,Kyrgyzstan
UNFCCC.party.727.0,LVA,Europe & Central Asia,Latvia
UNFCCC.party.728.0,LVA,Europe & Central Asia,Latvia
UNFCCC.party.74.0,AUS,East Asia & Pacific,Australia
UNFCCC.party.742.0,LBR,Sub-Saharan Africa,Liberia
UNFCCC.party.75.0,AUS,East Asia & Pacific,Australia
UNFCCC.party.753.0,LIE,Europe & Central Asia,Liechtenstein
UNFCCC.party.762.0,PRT,Europe & Central Asia,Portugal
UNFCCC.party.765.0,AND,Europe & Central Asia,Andorra
UNFCCC.party.767.0,SVK,Europe & Central Asia,Slovakia
UNFCCC.party.771.0,LUX,Europe & Central Asia,Luxembourg
UNFCCC.party.78.0,AUS,East Asia & Pacific,Australia
UNFCCC.party.780.0,MYS,East Asia & Pacific,Malaysia
UNFCCC.party.782.0,MYS,East Asia & Pacific,Malaysia
UNFCCC.party.785.0,MDV,South Asia,Maldives
CCLW.legislative.8818.1177,LKA,South Asia,Sri Lanka
CCLW.legislative.8826.1202,ATG,Latin America & Caribbean,Antigua and Barbuda
CCLW.legislative.8891.6192,NOR,Europe & Central Asia,Norway
CCLW.legislative.8967.1136,KAZ,Europe & Central Asia,Kazakhstan
CCLW.legislative.8969.1137,KAZ,Europe & Central Asia,Kazakhstan
CCLW.legislative.8983.1129,HUN,Europe & Central Asia,Hungary
CCLW.legislative.9019.1124,ARG,Latin America & Caribbean,Argentina
CCLW.legislative.9043.1120,MDA,Europe & Central Asia,Moldova
CCLW.legislative.9212.1295,MWI,Sub-Saharan Africa,Malawi
CCLW.legislative.9230.1302,DJI,Middle East & North Africa,Djibouti
CCLW.legislative.9246.1304,BFA,Sub-Saharan Africa,Burkina Faso
CCLW.legislative.9361.4754,FRA,Europe & Central Asia,France
CCLW.legislative.9363.rtl_151,DNK,Europe & Central Asia,Denmark
CCLW.legislative.9392.3477,POL,Europe & Central Asia,Poland
CCLW.legislative.9404.3514,DNK,Europe & Central Asia,Denmark
CCLW.legislative.9404.5876,DNK,Europe & Central Asia,Denmark
CCLW.legislative.9404.rtl_156,DNK,Europe & Central Asia,Denmark
CCLW.legislative.9409.3520,DEU,Europe & Central Asia,Germany
CCLW.legislative.9409.6397,DEU,Europe & Central Asia,Germany
CCLW.legislative.9436.5248,ITA,Europe & Central Asia,Italy
CCLW.legislative.9464.3728,ITA,Europe & Central Asia,Italy
CCLW.legislative.9469.4159,DEU,Europe & Central Asia,Germany
CCLW.legislative.9519.5112,EUR,Europe & Central Asia,European Union
CCLW.legislative.9604.rtl_105,MMR,East Asia & Pacific,Myanmar
CCLW.legislative.9627.4035,SLB,East Asia & Pacific,Solomon Islands
CCLW.legislative.9635.4348,EUR,Europe & Central Asia,European Union
CCLW.legislative.9636.rtl_125,AFG,South Asia,Afghanistan
CCLW.legislative.9694.4963,EUR,Europe & Central Asia,European Union
CCLW.legislative.9696.0,EUR,Europe & Central Asia,European Union
CCLW.legislative.9720.4184,NPL,South Asia,Nepal
CCLW.legislative.9738.4242,FRA,Europe & Central Asia,France
CCLW.legislative.9743.rtl_176,GBR,Europe & Central Asia,United Kingdom
CCLW.legislative.9762.4316,EUR,Europe & Central Asia,European Union
CCLW.legislative.9866.4446,MNG,East Asia & Pacific,Mongolia
CCLW.legislative.rtl_102.rtl_343,IND,South Asia,India
CCLW.legislative.rtl_107.rtl_349,XKX,Europe & Central Asia,Kosovo
CCLW.legislative.rtl_107.rtl_353,XKX,Europe & Central Asia,Kosovo
CCLW.legislative.rtl_46.rtl_246,ESP,Europe & Central Asia,Spain
CCLW.legislative.rtl_52.rtl_253,EUR,Europe & Central Asia,European Union
CCLW.legislative.rtl_60.rtl_266,NZL,East Asia & Pacific,New Zealand
CCLW.legislative.rtl_60.rtl_267,NZL,East Asia & Pacific,New Zealand
CCLW.legislative.rtl_93.rtl_321,DEU,Europe & Central Asia,Germany
CCLW.legislative.rtl_96.rtl_334,GBR,Europe & Central Asia,United Kingdom
CCLW.non-party.1799.0,XAA,,
CCLW.non-party.1810.0,XAA,,
CCLW.non-party.1821.0,XAA,,
CCLW.non-party.1831.0,XAA,,
CCLW.party.1773.0,XAB,,
CPR.document.i00000008.n0000,JPN,East Asia & Pacific,Japan
CPR.document.i00000035.n0000,NOR,Europe & Central Asia,Norway
CPR.document.i00000044.n0000,MEX,Latin America & Caribbean,Mexico
UNFCCC.party.1086.0,RWA,Sub-Saharan Africa,Rwanda
UNFCCC.party.1091.0,LCA,Latin America & Caribbean,Saint Lucia
UNFCCC.party.1095.0,LCA,Latin America & Caribbean,Saint Lucia
UNFCCC.party.1110.0,SAU,Middle East & North Africa,Saudi Arabia
UNFCCC.party.1111.0,SAU,Middle East & North Africa,Saudi Arabia
UNFCCC.party.1133.0,SLE,Sub-Saharan Africa,Sierra Leone
UNFCCC.party.1153.0,SLB,East Asia & Pacific,Solomon Islands
UNFCCC.party.1156.0,SOM,Sub-Saharan Africa,Somalia
UNFCCC.party.1161.0,ZAF,Sub-Saharan Africa,South Africa
UNFCCC.party.1168.0,ZAF,Sub-Saharan Africa,South Africa
UNFCCC.party.83.0,AUS,East Asia & Pacific,Australia
UNFCCC.party.836.0,MCO,Europe & Central Asia,Monaco
UNFCCC.party.84.0,AUS,East Asia & Pacific,Australia
UNFCCC.party.858.0,MOZ,Sub-Saharan Africa,Mozambique
UNFCCC.party.861.0,MOZ,Sub-Saharan Africa,Mozambique
UNFCCC.party.92.0,AUT,Europe & Central Asia,Austria
UNFCCC.party.929.0,NZL,East Asia & Pacific,New Zealand
UNFCCC.non-party.1867.0,XAA,,
UNFCCC.non-party.1877.0,XAA,,
UNFCCC.non-party.220.0,XAA,,
UNFCCC.non-party.251.0,XAA,,
UNFCCC.non-party.299.0,XAA,,
UNFCCC.non-party.332.0,XAA,,
UNFCCC.non-party.333.0,XAA,,
UNFCCC.non-party.336.0,XAA,,
UNFCCC.party.1543.0,USA,North America,United States of America
UNFCCC.party.1557.0,URY,Latin America & Caribbean,Uruguay
UNFCCC.party.1559.0,URY,Latin America & Caribbean,Uruguay
UNFCCC.party.394.0,DOM,Latin America & Caribbean,Dominican Republic
UNFCCC.party.396.0,DOM,Latin America & Caribbean,Dominican Republic
UNFCCC.party.4.0,AUS,East Asia & Pacific,Australia
UNFCCC.party.414.0,SLV,Latin America & Caribbean,El Salvador
UNFCCC.party.420.0,GNQ,Sub-Saharan Africa,Equatorial Guinea
UNFCCC.party.421.0,GNQ,Sub-Saharan Africa,Equatorial Guinea
UNFCCC.party.435.0,SWZ,Sub-Saharan Africa,Eswatini
UNFCCC.party.437.0,SWZ,Sub-Saharan Africa,Eswatini
UNFCCC.party.439.0,ETH,Sub-Saharan Africa,Ethiopia
UNFCCC.party.445.0,EUR,Europe & Central Asia,European Union
UNFCCC.party.448.0,EUR,Europe & Central Asia,European Union
UNFCCC.party.454.0,EUR,Europe & Central Asia,European Union
UNFCCC.party.48.0,ATG,Latin America & Caribbean,Antigua and Barbuda
UNFCCC.party.513.0,FRA,Europe & Central Asia,France
UNFCCC.party.514.0,FRA,Europe & Central Asia,France
UNFCCC.party.516.0,FRA,Europe & Central Asia,France
UNFCCC.party.52.0,ATG,Latin America & Caribbean,Antigua and Barbuda
UNFCCC.party.538.0,GMB,Sub-Saharan Africa,Gambia
UNFCCC.party.550.0,DEU,Europe & Central Asia,Germany
UNFCCC.party.552.0,GHA,Sub-Saharan Africa,Ghana
UNFCCC.party.560.0,ISL,Europe & Central Asia,Iceland
UNFCCC.party.569.0,GRC,Europe & Central Asia,Greece
UNFCCC.party.572.0,GRD,Latin America & Caribbean,Grenada
UNFCCC.party.573.0,GRD,Latin America & Caribbean,Grenada
UNFCCC.party.577.0,GTM,Latin America & Caribbean,Guatemala
UNFCCC.party.579.0,GTM,Latin America & Caribbean,Guatemala
UNFCCC.party.585.0,GNB,Sub-Saharan Africa,Guinea-Bissau
UNFCCC.party.591.0,HTI,Latin America & Caribbean,Haiti
CCLW.executive.1778.2296,UZB,Europe & Central Asia,Uzbekistan
CCLW.executive.1793.4131,VNM,East Asia & Pacific,Vietnam
CCLW.executive.1803.3187,VNM,East Asia & Pacific,Vietnam
CCLW.executive.1813.2418,BRA,Latin America & Caribbean,Brazil
CCLW.executive.1816.2107,CMR,Sub-Saharan Africa,Cameroon
CCLW.executive.2026.1921,AUS,East Asia & Pacific,Australia
CCLW.executive.2050.6301,THA,East Asia & Pacific,Thailand
CCLW.executive.3001.3008,CIV,Sub-Saharan Africa,Côte d'Ivoire
CCLW.executive.4270.1995,HND,Latin America & Caribbean,Honduras
CCLW.executive.4321.1541,KHM,East Asia & Pacific,Cambodia
CCLW.executive.4322.1855,KIR,East Asia & Pacific,Kiribati
CCLW.executive.4353.1566,TON,East Asia & Pacific,Tonga
CCLW.executive.4435.1618,SLB,East Asia & Pacific,Solomon Islands
CCLW.executive.4461.2532,SRB,Europe & Central Asia,Serbia
CCLW.executive.4608.2306,NER,Sub-Saharan Africa,Niger
CCLW.executive.4622.0,AFG,South Asia,Afghanistan
CCLW.executive.4731.2294,PRY,Latin America & Caribbean,Paraguay
CCLW.executive.4747.1918,SLE,Sub-Saharan Africa,Sierra Leone
CCLW.executive.4753.1913,SLE,Sub-Saharan Africa,Sierra Leone
CCLW.executive.4762.2288,URY,Latin America & Caribbean,Uruguay
CCLW.executive.4780.1550,YEM,Middle East & North Africa,Yemen
CCLW.executive.4788.1884,HRV,Europe & Central Asia,Croatia
CCLW.executive.4827.1845,MUS,Sub-Saharan Africa,Mauritius
CCLW.executive.4829.2213,NIC,Latin America & Caribbean,Nicaragua
CCLW.executive.4832.1840,NIC,Latin America & Caribbean,Nicaragua
CCLW.executive.4847.1457,ZMB,Sub-Saharan Africa,Zambia
CCLW.executive.4851.1826,YEM,Middle East & North Africa,Yemen
CCLW.executive.4853.1666,PNG,East Asia & Pacific,Papua New Guinea
CCLW.executive.4922.1797,LBR,Sub-Saharan Africa,Liberia
CCLW.executive.4941.1785,NRU,East Asia & Pacific,Nauru
CCLW.executive.4985.0,ERI,Sub-Saharan Africa,Eritrea
CCLW.executive.8114.1735,GMB,Sub-Saharan Africa,Gambia
CCLW.executive.8121.1939,MLI,Sub-Saharan Africa,Mali
CCLW.executive.8122.1746,NER,Sub-Saharan Africa,Niger
CCLW.executive.8129.0,WSM,East Asia & Pacific,Samoa
CCLW.executive.8131.1811,STP,Sub-Saharan Africa,Sao Tome and Principe
CCLW.executive.8140.0,URY,Latin America & Caribbean,Uruguay
CCLW.executive.8151.1715,CIV,Sub-Saharan Africa,Côte d'Ivoire
CCLW.executive.8154.1724,HND,Latin America & Caribbean,Honduras
CCLW.executive.8162.0,LSO,Sub-Saharan Africa,Lesotho
CCLW.executive.8195.1494,SLB,East Asia & Pacific,Solomon Islands
CCLW.executive.8238.1683,ESP,Europe & Central Asia,Spain
CCLW.executive.8265.2501,ISR,Middle East & North Africa,Israel
CCLW.executive.8266.2450,ISR,Middle East & North Africa,Israel
CCLW.executive.8274.4987,ZAF,Sub-Saharan Africa,South Africa
CCLW.executive.8277.rtl_132,VNM,East Asia & Pacific,Vietnam
CCLW.executive.8451.1658,MDA,Europe & Central Asia,Moldova
CCLW.executive.8458.1655,MDA,Europe & Central Asia,Moldova
CCLW.executive.8460.1491,MNE,Europe & Central Asia,Montenegro
CCLW.executive.8461.1651,ARM,Europe & Central Asia,Armenia
CCLW.executive.8467.1511,ARM,Europe & Central Asia,Armenia
CCLW.executive.8502.3203,MLT,Europe & Central Asia,Malta
CCLW.executive.8529.3204,KOR,East Asia & Pacific,South Korea
CCLW.executive.8534.3209,LBN,Middle East & North Africa,Lebanon
CCLW.executive.8578.2020,SVN,Europe & Central Asia,Slovenia
CCLW.executive.8584.3915,BLZ,Latin America & Caribbean,Belize
CCLW.executive.8607.3221,TUR,Europe & Central Asia,Turkey
CCLW.executive.8612.1534,MNG,East Asia & Pacific,Mongolia
CCLW.executive.8621.4322,DEU,Europe & Central Asia,Germany
CCLW.executive.8626.1730,NIU,East Asia & Pacific,Niue
UNFCCC.party.268.0,DEU,Europe & Central Asia,Germany
UNFCCC.party.28.0,AND,Europe & Central Asia,Andorra
UNFCCC.party.29.0,AND,Europe & Central Asia,Andorra
UNFCCC.party.3.0,KOR,East Asia & Pacific,South Korea
UNFCCC.party.303.0,XAB,,
CCLW.document.i00000010.n0000,ZAF,Sub-Saharan Africa,South Africa
CCLW.document.i00000046.n0000,EUR,Europe & Central Asia,European Union
CCLW.document.i00000054.n0000,SRB,Europe & Central Asia,Serbia
CCLW.document.i00000120.n0000,BIH,Europe & Central Asia,Bosnia and Herzegovina
CCLW.document.i00000128.n0000,MNE,Europe & Central Asia,Montenegro
CCLW.document.i00000231.n0000,AZE,Europe & Central Asia,Azerbaijan
CCLW.document.i00000247.n0000,AZE,Europe & Central Asia,Azerbaijan
CCLW.document.i00000257.n0000,KIR,East Asia & Pacific,Kiribati
CCLW.document.i00000267.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000269.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000299.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000311.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000327.n0000,VNM,East Asia & Pacific,Vietnam
CCLW.document.i00000333.n0000,VNM,East Asia & Pacific,Vietnam
CCLW.document.i00000339.n0000,VNM,East Asia & Pacific,Vietnam
CCLW.document.i00000347.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000400.n0000,TUR,Europe & Central Asia,Turkey
CCLW.document.i00000417.n0000,TUR,Europe & Central Asia,Turkey
CCLW.document.i00000459.n0000,DZA,Middle East & North Africa,Algeria
CCLW.document.i00000488.n0000,BEL,Europe & Central Asia,Belgium
CCLW.document.i00000495.n0000,BEL,Europe & Central Asia,Belgium
CCLW.document.i00000514.n0000,TWN,East Asia & Pacific,Taiwan
CCLW.document.i00000561.n0000,AUT,Europe & Central Asia,Austria
CCLW.document.i00000566.n0000,AUT,Europe & Central Asia,Austria
CCLW.document.i00000567.n0000,AUT,Europe & Central Asia,Austria
CCLW.document.i00000584.n0000,KHM,East Asia & Pacific,Cambodia
CCLW.document.i00000593.n0000,MEX,Latin America & Caribbean,Mexico
CCLW.document.i00000594.n0000,MEX,Latin America & Caribbean,Mexico
CCLW.document.i00000598.n0000,RUS,Europe & Central Asia,Russia
CCLW.document.i00000601.n0000,TUR,Europe & Central Asia,Turkey
CCLW.document.i00000613.n0000,HUN,Europe & Central Asia,Hungary
CCLW.document.i00000617.n0000,ETH,Sub-Saharan Africa,Ethiopia
CCLW.document.i00000619.n0000,ETH,Sub-Saharan Africa,Ethiopia
CCLW.document.i00000631.n0000,MDG,Sub-Saharan Africa,Madagascar
CCLW.document.i00000693.n0000,POL,Europe & Central Asia,Poland
CCLW.document.i00000694.n0000,POL,Europe & Central Asia,Poland
CCLW.document.i00000714.n0000,ROU,Europe & Central Asia,Romania
CCLW.document.i00000772.n0000,GBR,Europe & Central Asia,United Kingdom
CCLW.document.i00000783.n0000,KOR,East Asia & Pacific,South Korea
CCLW.document.i00000800.n0000,EGY,Middle East & North Africa,Egypt
CCLW.document.i00000819.n0000,CYP,Europe & Central Asia,Cyprus
CCLW.document.i00000835.n0000,FJI,East Asia & Pacific,Fiji
CCLW.document.i00000917.n0000,JOR,Middle East & North Africa,Jordan
CCLW.document.i00000938.n0000,ISR,Middle East & North Africa,Israel
CCLW.document.i00000940.n0000,ISR,Middle East & North Africa,Israel
CCLW.document.i00000950.n0000,ARE,Middle East & North Africa,United Arab Emirates
CCLW.document.i00000989.n0000,BRA,Latin America & Caribbean,Brazil
CCLW.document.i00001012.n0000,BRA,Latin America & Caribbean,Brazil
CCLW.document.i00001042.n0000,BRA,Latin America & Caribbean,Brazil
CCLW.document.i00001060.n0000,BRA,Latin America & Caribbean,Brazil
CCLW.document.i00001101.n0000,BRA,Latin America & Caribbean,Brazil
CCLW.document.i00001128.n0000,MMR,East Asia & Pacific,Myanmar
CCLW.document.i00001147.n0000,BWA,Sub-Saharan Africa,Botswana
CCLW.document.i00001166.n0000,BWA,Sub-Saharan Africa,Botswana
CCLW.document.i00001180.n0000,BWA,Sub-Saharan Africa,Botswana
CCLW.document.i00001209.n0000,ZMB,Sub-Saharan Africa,Zambia
CCLW.document.i00001220.n0000,IDN,East Asia & Pacific,Indonesia
CCLW.document.i00001290.n0000,ZWE,Sub-Saharan Africa,Zimbabwe
CCLW.document.i00001307.n0000,ZWE,Sub-Saharan Africa,Zimbabwe
CCLW.document.i00001310.n0000,ZWE,Sub-Saharan Africa,Zimbabwe
CCLW.document.i00001331.n0000,CHN,East Asia & Pacific,China
CCLW.document.i00001355.n0000,LTU,Europe & Central Asia,Lithuania
CCLW.document.i00001358.n0000,GBR,Europe & Central Asia,United Kingdom
CCLW.document.i00001401.n0000,PAN,Latin America & Caribbean,Panama
CCLW.document.i00001404.n0000,PAN,Latin America & Caribbean,Panama
CCLW.document.i00001465.n0000,FRA,Europe & Central Asia,France
CCLW.document.i00001495.n0000,KIR,East Asia & Pacific,Kiribati
CCLW.document.i00001498.n0000,TUR,Europe & Central Asia,Turkey
CCLW.document.i00001539.n0000,CRI,Latin America & Caribbean,Costa Rica
CCLW.executive.10007.4507,KGZ,Europe & Central Asia,Kyrgyzstan
CCLW.executive.10012.4468,MDA,Europe & Central Asia,Moldova
CCLW.executive.10013.4460,MDA,Europe & Central Asia,Moldova
CCLW.legislative.10343.4974,VEN,Latin America & Caribbean,Venezuela
CCLW.legislative.10344.4975,VNM,East Asia & Pacific,Vietnam
CCLW.legislative.10379.5058,TUN,Middle East & North Africa,Tunisia
CCLW.legislative.10394.5097,GEO,Europe & Central Asia,Georgia
CCLW.legislative.10395.5090,NRU,East Asia & Pacific,Nauru
CCLW.legislative.10399.5098,GEO,Europe & Central Asia,Georgia
CCLW.legislative.10413.5154,GEO,Europe & Central Asia,Georgia
CCLW.legislative.1042.3699,AUT,Europe & Central Asia,Austria
CCLW.legislative.10443.5265,BRA,Latin America & Caribbean,Brazil
CCLW.legislative.10531.5512,CHL,Latin America & Caribbean,Chile
CCLW.legislative.10611.5711,EUR,Europe & Central Asia,European Union
CCLW.legislative.10612.5712,COL,Latin America & Caribbean,Colombia
CCLW.legislative.10670.5829,ALB,Europe & Central Asia,Albania
CCLW.legislative.10672.5831,ALB,Europe & Central Asia,Albania
CCLW.legislative.10682.5842,IRL,Europe & Central Asia,Ireland
CCLW.legislative.10689.5934,FRA,Europe & Central Asia,France
CCLW.legislative.10827.6097,DEU,Europe & Central Asia,Germany
CCLW.legislative.10832.6103,USA,North America,United States of America
CCLW.legislative.10843.6116,USA,North America,United States of America
CCLW.legislative.1085.0,BOL,Latin America & Caribbean,Bolivia
