document_id,document_metadata.geography,world_bank_region,country_name
UNFCCC.party.919.0,NLD,Europe & Central Asia,Netherlands
UNFCCC.party.924.0,NZL,East Asia & Pacific,New Zealand
UNFCCC.party.930.0,NZL,East Asia & Pacific,New Zealand
UNFCCC.non-party.1859.0,XAA,,
UNFCCC.non-party.1869.0,XAA,,
UNFCCC.non-party.191.0,XAA,,
UNFCCC.non-party.255.0,XAA,,
UNFCCC.non-party.256.0,XAA,,
UNFCCC.non-party.272.0,XAA,,
UNFCCC.non-party.278.0,XAA,,
UNFCCC.non-party.280.0,XAA,,
UNFCCC.non-party.281.0,XAA,,
UNFCCC.non-party.284.0,XAA,,
UNFCCC.non-party.291.0,XAA,,
UNFCCC.non-party.293.0,XAA,,
UNFCCC.non-party.296.0,XAA,,
UNFCCC.non-party.337.0,XAA,,
UNFCCC.party.1519.0,GBR,Europe & Central Asia,United Kingdom
UNFCCC.party.1523.0,GBR,Europe & Central Asia,United Kingdom
UNFCCC.party.1528.0,TZA,Sub-Saharan Africa,Tanzania
UNFCCC.party.1541.0,USA,North America,United States of America
UNFCCC.party.1542.0,USA,North America,United States of America
UNFCCC.party.1555.0,URY,Latin America & Caribbean,Uruguay
UNFCCC.party.1560.0,UZB,Europe & Central Asia,Uzbekistan
UNFCCC.party.391.0,DMA,Latin America & Caribbean,Dominica
UNFCCC.party.393.0,DOM,Latin America & Caribbean,Dominican Republic
UNFCCC.party.406.0,EGY,Middle East & North Africa,Egypt
UNFCCC.party.415.0,SLV,Latin America & Caribbean,El Salvador
UNFCCC.party.418.0,GNQ,Sub-Saharan Africa,Equatorial Guinea
UNFCCC.party.432.0,ESP,Europe & Central Asia,Spain
UNFCCC.party.433.0,GTM,Latin America & Caribbean,Guatemala
UNFCCC.party.441.0,ETH,Sub-Saharan Africa,Ethiopia
UNFCCC.party.506.0,FIN,Europe & Central Asia,Finland
UNFCCC.party.51.0,ATG,Latin America & Caribbean,Antigua and Barbuda
UNFCCC.party.511.0,FRA,Europe & Central Asia,France
UNFCCC.party.515.0,FRA,Europe & Central Asia,France
UNFCCC.party.518.0,FRA,Europe & Central Asia,France
UNFCCC.party.528.0,GAB,Sub-Saharan Africa,Gabon
UNFCCC.party.529.0,GAB,Sub-Saharan Africa,Gabon
UNFCCC.party.535.0,GAB,Sub-Saharan Africa,Gabon
UNFCCC.party.555.0,GHA,Sub-Saharan Africa,Ghana
UNFCCC.party.582.0,GIN,Sub-Saharan Africa,Guinea
UNFCCC.party.584.0,GIN,Sub-Saharan Africa,Guinea
UNFCCC.party.595.0,HND,Latin America & Caribbean,Honduras
UNFCCC.party.605.0,HUN,Europe & Central Asia,Hungary
CCLW.executive.1749.1997,GBR,Europe & Central Asia,United Kingdom
CCLW.executive.1782.0,VUT,East Asia & Pacific,Vanuatu
CCLW.executive.1785.2138,VUT,East Asia & Pacific,Vanuatu
CCLW.executive.1813.5276,BRA,Latin America & Caribbean,Brazil
CCLW.executive.2001.3190,TUR,Europe & Central Asia,Turkey
CCLW.executive.2049.1888,THA,East Asia & Pacific,Thailand
CCLW.executive.2051.1881,THA,East Asia & Pacific,Thailand
CCLW.executive.2054.2163,PER,Latin America & Caribbean,Peru
CCLW.executive.2062.2544,CAN,North America,Canada
CCLW.executive.2062.rtl_53,CAN,North America,Canada
CCLW.executive.2064.3896,CAN,North America,Canada
CCLW.executive.2064.rtl_54,CAN,North America,Canada
CCLW.executive.2064.rtl_77,CAN,North America,Canada
CCLW.executive.2071.5304,SAU,Middle East & North Africa,Saudi Arabia
CCLW.executive.3001.1543,CIV,Sub-Saharan Africa,Côte d'Ivoire
CCLW.executive.4014.2358,AND,Europe & Central Asia,Andorra
CCLW.executive.4052.2330,GIN,Sub-Saharan Africa,Guinea
CCLW.executive.4056.2024,CPV,Sub-Saharan Africa,Cabo Verde
CCLW.executive.4059.1817,CPV,Sub-Saharan Africa,Cabo Verde
CCLW.executive.4070.2329,CIV,Sub-Saharan Africa,Côte d'Ivoire
CCLW.executive.4282.2535,ISL,Europe & Central Asia,Iceland
CCLW.executive.4284.2584,ISL,Europe & Central Asia,Iceland
CCLW.executive.4375.1609,SYC,Sub-Saharan Africa,Seychelles
CCLW.executive.4621.3873,AFG,South Asia,Afghanistan
CCLW.executive.4778.1889,TLS,East Asia & Pacific,Timor-Leste
CCLW.executive.4815.1857,LKA,South Asia,Sri Lanka
CCLW.executive.4854.1821,PNG,East Asia & Pacific,Papua New Guinea
CCLW.executive.4858.1822,SLB,East Asia & Pacific,Solomon Islands
CCLW.executive.4915.1808,CIV,Sub-Saharan Africa,Côte d'Ivoire
CCLW.executive.4939.1790,NAM,Sub-Saharan Africa,Namibia
CCLW.executive.8148.1718,BDI,Sub-Saharan Africa,Burundi
CCLW.executive.8152.0,CIV,Sub-Saharan Africa,Côte d'Ivoire
CCLW.executive.8157.1710,KIR,East Asia & Pacific,Kiribati
CCLW.executive.8163.1737,LSO,Sub-Saharan Africa,Lesotho
CCLW.executive.8168.2508,MKD,Europe & Central Asia,North Macedonia (Republic of North Macedonia)
CCLW.executive.8263.2505,ISR,Middle East & North Africa,Israel
CCLW.executive.8267.2219,ISR,Middle East & North Africa,Israel
CCLW.executive.8447.1664,EST,Europe & Central Asia,Estonia
CCLW.executive.8450.1659,MNE,Europe & Central Asia,Montenegro
CCLW.executive.8457.1937,MNE,Europe & Central Asia,Montenegro
CCLW.executive.8473.1643,LVA,Europe & Central Asia,Latvia
CCLW.executive.8485.3913,BHS,Latin America & Caribbean,"Bahamas, The"
CCLW.executive.8489.1623,BRB,Latin America & Caribbean,Barbados
CCLW.executive.8495.0,DMA,Latin America & Caribbean,Dominica
CCLW.executive.8497.3202,MLT,Europe & Central Asia,Malta
CCLW.executive.8510.1567,KNA,Latin America & Caribbean,Saint Kitts and Nevis
CCLW.executive.8518.1564,VCT,Latin America & Caribbean,Saint Vincent and the Grenadines
CCLW.executive.8519.1699,VCT,Latin America & Caribbean,Saint Vincent and the Grenadines
CCLW.executive.8556.0,SYR,Middle East & North Africa,Syria
CCLW.executive.8565.2000,IRL,Europe & Central Asia,Ireland
CCLW.executive.8572.1578,ESP,Europe & Central Asia,Spain
CCLW.executive.8573.1576,ESP,Europe & Central Asia,Spain
CCLW.executive.8573.1577,ESP,Europe & Central Asia,Spain
CCLW.executive.8582.3218,MHL,East Asia & Pacific,Marshall Islands
CCLW.executive.8583.3219,MDV,South Asia,Maldives
CCLW.executive.8592.0,MAR,Middle East & North Africa,Morocco
CCLW.executive.8593.1987,MAR,Middle East & North Africa,Morocco
CCLW.executive.8624.1520,NLD,Europe & Central Asia,Netherlands
CCLW.executive.8627.3223,NIU,East Asia & Pacific,Niue
UNFCCC.party.240.0,CHN,East Asia & Pacific,China
UNFCCC.party.242.0,CHN,East Asia & Pacific,China
UNFCCC.party.246.0,CHN,East Asia & Pacific,China
UNFCCC.party.265.0,DEU,Europe & Central Asia,Germany
CCLW.document.i00000008.n0000,ZAF,Sub-Saharan Africa,South Africa
CCLW.document.i00000022.n0000,FRA,Europe & Central Asia,France
CCLW.document.i00000036.n0000,MKD,Europe & Central Asia,North Macedonia (Republic of North Macedonia)
CCLW.document.i00000062.n0000,SRB,Europe & Central Asia,Serbia
CCLW.document.i00000137.n0000,CAN,North America,Canada
CCLW.document.i00000153.n0000,BRA,Latin America & Caribbean,Brazil
CCLW.document.i00000173.n0000,CHN,East Asia & Pacific,China
CCLW.document.i00000188.n0000,CHN,East Asia & Pacific,China
CCLW.document.i00000196.n0000,CHN,East Asia & Pacific,China
CCLW.document.i00000260.n0000,THA,East Asia & Pacific,Thailand
CCLW.document.i00000270.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000273.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000274.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000307.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000310.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000336.n0000,VNM,East Asia & Pacific,Vietnam
CCLW.document.i00000394.n0000,TUR,Europe & Central Asia,Turkey
CCLW.document.i00000420.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000423.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000424.n0000,NLD,Europe & Central Asia,Netherlands
CCLW.document.i00000474.n0000,TWN,East Asia & Pacific,Taiwan
CCLW.document.i00000490.n0000,BEL,Europe & Central Asia,Belgium
CCLW.document.i00000494.n0000,BEL,Europe & Central Asia,Belgium
CCLW.document.i00000499.n0000,TWN,East Asia & Pacific,Taiwan
CCLW.document.i00000503.n0000,TWN,East Asia & Pacific,Taiwan
CCLW.document.i00000507.n0000,TWN,East Asia & Pacific,Taiwan
CCLW.document.i00000509.n0000,TWN,East Asia & Pacific,Taiwan
CCLW.document.i00000521.n0000,AUT,Europe & Central Asia,Austria
CCLW.document.i00000535.n0000,AUT,Europe & Central Asia,Austria
CCLW.document.i00000596.n0000,HUN,Europe & Central Asia,Hungary
CCLW.document.i00000608.n0000,TUR,Europe & Central Asia,Turkey
CCLW.document.i00000649.n0000,MDG,Sub-Saharan Africa,Madagascar
CCLW.document.i00000707.n0000,ROU,Europe & Central Asia,Romania
CCLW.document.i00000716.n0000,ROU,Europe & Central Asia,Romania
CCLW.document.i00000717.n0000,ROU,Europe & Central Asia,Romania
CCLW.document.i00000745.n0000,MEX,Latin America & Caribbean,Mexico
CCLW.document.i00000764.n0000,BRA,Latin America & Caribbean,Brazil
CCLW.document.i00000765.n0000,USA,North America,United States of America
CCLW.document.i00000821.n0000,VEN,Latin America & Caribbean,Venezuela
CCLW.document.i00000823.n0000,FJI,East Asia & Pacific,Fiji
CCLW.document.i00000866.n0000,FJI,East Asia & Pacific,Fiji
CCLW.document.i00000869.n0000,FJI,East Asia & Pacific,Fiji
CCLW.document.i00000927.n0000,JOR,Middle East & North Africa,Jordan
CCLW.document.i00000962.n0000,AUS,East Asia & Pacific,Australia
CCLW.document.i00000974.n0000,BRA,Latin America & Caribbean,Brazil
CCLW.document.i00000999.n0000,BRA,Latin America & Caribbean,Brazil
CCLW.document.i00001006.n0000,BRA,Latin America & Caribbean,Brazil
CCLW.document.i00001125.n0000,CHL,Latin America & Caribbean,Chile
CCLW.document.i00001140.n0000,BWA,Sub-Saharan Africa,Botswana
CCLW.document.i00001148.n0000,BWA,Sub-Saharan Africa,Botswana
CCLW.document.i00001183.n0000,CHN,East Asia & Pacific,China
CCLW.document.i00001216.n0000,KEN,Sub-Saharan Africa,Kenya
CCLW.document.i00001242.n0000,ECU,Latin America & Caribbean,Ecuador
CCLW.document.i00001247.n0000,ARG,Latin America & Caribbean,Argentina
CCLW.document.i00001261.n0000,VNM,East Asia & Pacific,Vietnam
CCLW.document.i00001324.n0000,MLT,Europe & Central Asia,Malta
CCLW.document.i00001348.n0000,EUR,Europe & Central Asia,European Union
CCLW.document.i00001388.n0000,ZWE,Sub-Saharan Africa,Zimbabwe
CCLW.document.i00001419.n0000,BWA,Sub-Saharan Africa,Botswana
CCLW.document.i00001425.n0000,ROU,Europe & Central Asia,Romania
CCLW.document.i00001488.n0000,MLT,Europe & Central Asia,Malta
CCLW.document.i00001489.n0000,MLT,Europe & Central Asia,Malta
CCLW.document.i00001527.n0000,EUR,Europe & Central Asia,European Union
CCLW.document.i00001537.n0000,CAN,North America,Canada
CCLW.executive.10002.4495,KEN,Sub-Saharan Africa,Kenya
CCLW.executive.10014.4470,MDA,Europe & Central Asia,Moldova
CCLW.executive.10017.4474,ROU,Europe & Central Asia,Romania
CCLW.legislative.10365.5006,MUS,Sub-Saharan Africa,Mauritius
CCLW.legislative.10390.5507,NGA,Sub-Saharan Africa,Nigeria
CCLW.legislative.1042.5444,AUT,Europe & Central Asia,Austria
CCLW.legislative.10446.5257,BRA,Latin America & Caribbean,Brazil
CCLW.legislative.1046.0,AUT,Europe & Central Asia,Austria
CCLW.legislative.1049.0,AUT,Europe & Central Asia,Austria
CCLW.legislative.1053.3883,BGD,South Asia,Bangladesh
CCLW.legislative.10537.rtl_212,ITA,Europe & Central Asia,Italy
CCLW.legislative.10550.5617,GBR,Europe & Central Asia,United Kingdom
CCLW.legislative.10618.5724,GTM,Latin America & Caribbean,Guatemala
CCLW.legislative.1062.0,BLR,Europe & Central Asia,Belarus
CCLW.legislative.10633.5744,BOL,Latin America & Caribbean,Bolivia
CCLW.legislative.10656.5809,ARG,Latin America & Caribbean,Argentina
CCLW.legislative.10671.5830,ALB,Europe & Central Asia,Albania
CCLW.legislative.1071.0,BLR,Europe & Central Asia,Belarus
CCLW.legislative.1079.3060,BEL,Europe & Central Asia,Belgium
CCLW.legislative.10810.6070,JPN,East Asia & Pacific,Japan
CCLW.legislative.10828.6098,DEU,Europe & Central Asia,Germany
CCLW.legislative.1083.0,BOL,Latin America & Caribbean,Bolivia
CCLW.legislative.1084.0,BOL,Latin America & Caribbean,Bolivia
CCLW.legislative.10856.6137,SGP,East Asia & Pacific,Singapore
CCLW.legislative.1086.0,BOL,Latin America & Caribbean,Bolivia
CCLW.legislative.10892.6180,HKG,East Asia & Pacific,Hong Kong
CCLW.legislative.10986.6246,VNM,East Asia & Pacific,Vietnam
CCLW.legislative.1099.0,BRA,Latin America & Caribbean,Brazil
CCLW.legislative.11022.6312,ESP,Europe & Central Asia,Spain
CCLW.legislative.11034.6327,URY,Latin America & Caribbean,Uruguay
CCLW.legislative.11040.6335,EUR,Europe & Central Asia,European Union
CCLW.legislative.1108.0,BGR,Europe & Central Asia,Bulgaria
CCLW.legislative.11091.6412,GAB,Sub-Saharan Africa,Gabon
CCLW.legislative.11115.6435,ARG,Latin America & Caribbean,Argentina
CCLW.legislative.11150.6528,AUT,Europe & Central Asia,Austria
CCLW.legislative.11162.6572,SWE,Europe & Central Asia,Sweden
CCLW.legislative.11164.6576,SWE,Europe & Central Asia,Sweden
CCLW.legislative.1133.0,CRI,Latin America & Caribbean,Costa Rica
CCLW.legislative.1145.0,CZE,Europe & Central Asia,Czechia
CCLW.legislative.1155.rtl_61,DNK,Europe & Central Asia,Denmark
CCLW.legislative.1186.0,SLV,Latin America & Caribbean,El Salvador
CCLW.legislative.1200.3100,EUR,Europe & Central Asia,European Union
CCLW.legislative.1200.5880,EUR,Europe & Central Asia,European Union
CCLW.legislative.1218.0,EUR,Europe & Central Asia,European Union
CCLW.legislative.1220.5612,FIN,Europe & Central Asia,Finland
CCLW.legislative.1220.6386,FIN,Europe & Central Asia,Finland
CCLW.legislative.1226.3106,FIN,Europe & Central Asia,Finland
CCLW.legislative.1275.2598,GRC,Europe & Central Asia,Greece
CCLW.legislative.1277.2595,GRC,Europe & Central Asia,Greece
CCLW.legislative.1284.2211,GTM,Latin America & Caribbean,Guatemala
CCLW.legislative.1290.2585,GTM,Latin America & Caribbean,Guatemala
CCLW.legislative.1293.2583,HUN,Europe & Central Asia,Hungary
CCLW.legislative.1318.2562,IND,South Asia,India
CCLW.legislative.1325.2555,IND,South Asia,India
UNFCCC.non-party.385.0,XAA,,
UNFCCC.non-party.39.0,XAA,,
UNFCCC.non-party.404.0,XAA,,
UNFCCC.non-party.45.0,XAA,,
UNFCCC.non-party.460.0,XAA,,
UNFCCC.non-party.475.0,XAA,,
UNFCCC.non-party.481.0,XAA,,
UNFCCC.non-party.484.0,XAA,,
UNFCCC.non-party.564.0,XAA,,
UNFCCC.non-party.618.0,XAA,,
UNFCCC.non-party.639.0,XAA,,
UNFCCC.non-party.642.0,XAA,,
UNFCCC.non-party.690.0,XAA,,
UNFCCC.non-party.892.0,XAA,,
UNFCCC.non-party.977.0,XAA,,
UNFCCC.non-party.983.0,XAA,,
UNFCCC.party.1003.0,PNG,East Asia & Pacific,Papua New Guinea
UNFCCC.party.1006.0,PNG,East Asia & Pacific,Papua New Guinea
UNFCCC.party.1010.0,PRY,Latin America & Caribbean,Paraguay
UNFCCC.party.1015.0,PER,Latin America & Caribbean,Peru
UNFCCC.party.1022.0,POL,Europe & Central Asia,Poland
UNFCCC.party.1025.0,PRT,Europe & Central Asia,Portugal
UNFCCC.party.1030.0,PRT,Europe & Central Asia,Portugal
UNFCCC.party.1031.0,PRT,Europe & Central Asia,Portugal
UNFCCC.party.1054.0,KOR,East Asia & Pacific,South Korea
UNFCCC.party.1060.0,MDA,Europe & Central Asia,Moldova
UNFCCC.party.1062.0,MDA,Europe & Central Asia,Moldova
UNFCCC.party.107.0,BGD,South Asia,Bangladesh
UNFCCC.party.1071.0,ROU,Europe & Central Asia,Romania
UNFCCC.party.1072.0,ROU,Europe & Central Asia,Romania
UNFCCC.party.1075.0,RUS,Europe & Central Asia,Russia
CCLW.executive.10315.4927,BLZ,Latin America & Caribbean,Belize
CCLW.executive.10327.4940,HND,Latin America & Caribbean,Honduras
CCLW.executive.10333.4956,AUS,East Asia & Pacific,Australia
CCLW.executive.10348.4982,SAU,Middle East & North Africa,Saudi Arabia
CCLW.executive.10366.5007,MUS,Sub-Saharan Africa,Mauritius
CCLW.executive.10366.5008,MUS,Sub-Saharan Africa,Mauritius
CCLW.executive.10368.5010,KGZ,Europe & Central Asia,Kyrgyzstan
CCLW.executive.10372.5016,KGZ,Europe & Central Asia,Kyrgyzstan
CCLW.executive.10375.5023,CHN,East Asia & Pacific,China
CCLW.executive.10388.5080,FRA,Europe & Central Asia,France
CCLW.executive.10409.5109,CHN,East Asia & Pacific,China
CCLW.executive.10418.5147,TCD,Sub-Saharan Africa,Chad
CCLW.executive.10421.5144,VEN,Latin America & Caribbean,Venezuela
CCLW.executive.10431.0,COD,Sub-Saharan Africa,Democratic Republic of Congo
CCLW.executive.10442.5254,BRA,Latin America & Caribbean,Brazil
CCLW.executive.10448.5259,BRA,Latin America & Caribbean,Brazil
CCLW.executive.10454.5272,BRA,Latin America & Caribbean,Brazil
CCLW.executive.10460.5283,BRA,Latin America & Caribbean,Brazil
CCLW.executive.10468.0,BRA,Latin America & Caribbean,Brazil
CCLW.executive.10478.0,LBN,Middle East & North Africa,Lebanon
CCLW.executive.10487.5321,CHN,East Asia & Pacific,China
CCLW.executive.10491.5393,BEL,Europe & Central Asia,Belgium
CCLW.executive.10493.5359,BGR,Europe & Central Asia,Bulgaria
CCLW.executive.10494.5431,CYP,Europe & Central Asia,Cyprus
CCLW.executive.10495.5425,CZE,Europe & Central Asia,Czechia
CCLW.executive.10495.5427,CZE,Europe & Central Asia,Czechia
CCLW.executive.10499.5414,FRA,Europe & Central Asia,France
CCLW.executive.10499.5416,FRA,Europe & Central Asia,France
CCLW.executive.10501.5408,GRC,Europe & Central Asia,Greece
CCLW.executive.10502.5401,HUN,Europe & Central Asia,Hungary
CCLW.executive.10504.5385,LTU,Europe & Central Asia,Lithuania
CCLW.executive.1051.0,BGD,South Asia,Bangladesh
CCLW.executive.10512.5360,ESP,Europe & Central Asia,Spain
CCLW.executive.10512.5362,ESP,Europe & Central Asia,Spain
CCLW.executive.10513.5339,SVN,Europe & Central Asia,Slovenia
CCLW.executive.10515.5353,GBR,Europe & Central Asia,United Kingdom
CCLW.executive.10518.5439,ARM,Europe & Central Asia,Armenia
CCLW.executive.10532.6493,USA,North America,United States of America
CCLW.executive.10532.6494,USA,North America,United States of America
CCLW.executive.10535.5519,CHN,East Asia & Pacific,China
CCLW.executive.10539.5527,NZL,East Asia & Pacific,New Zealand
CCLW.executive.10544.5608,EUR,Europe & Central Asia,European Union
CCLW.executive.10548.5613,CHN,East Asia & Pacific,China
CCLW.executive.10554.5622,MAR,Middle East & North Africa,Morocco
CCLW.executive.10616.5721,GTM,Latin America & Caribbean,Guatemala
CCLW.executive.10616.5722,GTM,Latin America & Caribbean,Guatemala
CCLW.executive.10617.5723,GTM,Latin America & Caribbean,Guatemala
CCLW.executive.10627.5733,GTM,Latin America & Caribbean,Guatemala
CCLW.executive.10628.5734,EGY,Middle East & North Africa,Egypt
CCLW.executive.1063.0,BLR,Europe & Central Asia,Belarus
CCLW.executive.10641.0,CMR,Sub-Saharan Africa,Cameroon
CCLW.executive.10644.5795,PAK,South Asia,Pakistan
CCLW.executive.10651.5803,EUR,Europe & Central Asia,European Union
CCLW.executive.10652.5804,FRA,Europe & Central Asia,France
CCLW.executive.10665.5820,ALB,Europe & Central Asia,Albania
CCLW.executive.10666.5823,ALB,Europe & Central Asia,Albania
CCLW.executive.1067.0,BLR,Europe & Central Asia,Belarus
CCLW.executive.10680.5840,URY,Latin America & Caribbean,Uruguay
CCLW.executive.10688.5890,GBR,Europe & Central Asia,United Kingdom
CCLW.executive.10694.5898,BHR,Middle East & North Africa,Bahrain
CCLW.executive.10696.5899,MRT,Sub-Saharan Africa,Mauritania
CCLW.executive.10698.5901,MRT,Sub-Saharan Africa,Mauritania
CCLW.executive.10714.5938,JOR,Middle East & North Africa,Jordan
CCLW.executive.10720.0,KNA,Latin America & Caribbean,Saint Kitts and Nevis
CCLW.executive.10723.5945,GNB,Sub-Saharan Africa,Guinea-Bissau
CCLW.executive.10726.0,SLV,Latin America & Caribbean,El Salvador
CCLW.executive.10732.5954,SLV,Latin America & Caribbean,El Salvador
CCLW.executive.10745.5971,BEN,Sub-Saharan Africa,Benin
CCLW.executive.10748.5978,DEU,Europe & Central Asia,Germany
CCLW.executive.10754.0,DEU,Europe & Central Asia,Germany
CCLW.executive.8651.1941,CRI,Latin America & Caribbean,Costa Rica
CCLW.executive.8652.1692,MYS,East Asia & Pacific,Malaysia
CCLW.executive.8653.0,BGR,Europe & Central Asia,Bulgaria
CCLW.executive.8657.1515,CZE,Europe & Central Asia,Czechia
CCLW.executive.8712.5510,CRI,Latin America & Caribbean,Costa Rica
CCLW.executive.8716.1440,COL,Latin America & Caribbean,Colombia
CCLW.executive.8717.1439,LBR,Sub-Saharan Africa,Liberia
CCLW.executive.8724.1435,MHL,East Asia & Pacific,Marshall Islands
CCLW.executive.8729.1430,ALB,Europe & Central Asia,Albania
CCLW.executive.8743.1420,PRT,Europe & Central Asia,Portugal
CCLW.executive.8761.1400,USA,North America,United States of America
CCLW.executive.8771.1393,AUS,East Asia & Pacific,Australia
CCLW.executive.8787.1380,JPN,East Asia & Pacific,Japan
CCLW.executive.8792.1194,BRA,Latin America & Caribbean,Brazil
CCLW.executive.8802.1084,ZAF,Sub-Saharan Africa,South Africa
CCLW.executive.8869.1376,KIR,East Asia & Pacific,Kiribati
CCLW.executive.8876.1374,AGO,Sub-Saharan Africa,Angola
CCLW.executive.8885.1367,KIR,East Asia & Pacific,Kiribati
CCLW.executive.8920.1226,MAR,Middle East & North Africa,Morocco
CCLW.executive.8960.1238,ISR,Middle East & North Africa,Israel
CCLW.executive.9158.1278,CIV,Sub-Saharan Africa,Côte d'Ivoire
CCLW.executive.9172.1284,BWA,Sub-Saharan Africa,Botswana
CCLW.executive.9191.1175,NIC,Latin America & Caribbean,Nicaragua
CCLW.executive.9196.1291,SEN,Sub-Saharan Africa,Senegal
CCLW.executive.9197.1170,ARG,Latin America & Caribbean,Argentina
CCLW.executive.9209.1099,CUB,Latin America & Caribbean,Cuba
CCLW.executive.9218.1298,MWI,Sub-Saharan Africa,Malawi
CCLW.executive.9254.1307,MLI,Sub-Saharan Africa,Mali
CCLW.executive.9258.1309,MLI,Sub-Saharan Africa,Mali
CCLW.executive.9278.1315,MLI,Sub-Saharan Africa,Mali
CCLW.executive.9290.1319,MDG,Sub-Saharan Africa,Madagascar
CCLW.executive.9302.1322,MDG,Sub-Saharan Africa,Madagascar
CCLW.executive.9322.1330,CRI,Latin America & Caribbean,Costa Rica
CCLW.executive.9338.1335,CRI,Latin America & Caribbean,Costa Rica
CCLW.executive.9342.1091,FRA,Europe & Central Asia,France
CPR.document.i00000071.n0000,IDN,East Asia & Pacific,Indonesia
CPR.document.i00000127.n0000,GBR,Europe & Central Asia,United Kingdom
CPR.document.i00000139.n0000,IND,South Asia,India
CPR.document.i00000154.n0000,CHN,East Asia & Pacific,China
CPR.document.i00000169.n0000,THA,East Asia & Pacific,Thailand
CPR.document.i00000222.n0000,USA,North America,United States of America
CPR.document.i00000268.n0000,FRA,Europe & Central Asia,France
CPR.document.i00000322.n0000,ARG,Latin America & Caribbean,Argentina
CPR.document.i00000333.n0000,CHL,Latin America & Caribbean,Chile
CPR.document.i00000345.n0000,SGP,East Asia & Pacific,Singapore
CPR.document.i00000483.n0000,RUS,Europe & Central Asia,Russia
CPR.document.i00000489.n0000,KOR,East Asia & Pacific,South Korea
CPR.document.i00000504.n0000,NZL,East Asia & Pacific,New Zealand
CPR.document.i00000518.n0000,SWE,Europe & Central Asia,Sweden
CPR.document.i00000540.n0000,RUS,Europe & Central Asia,Russia
CPR.document.i00000564.n0000,ARG,Latin America & Caribbean,Argentina
CPR.document.i00000585.n0000,USA,North America,United States of America
CPR.document.i00000617.n0000,CAN,North America,Canada
CPR.document.i00000623.n0000,SWE,Europe & Central Asia,Sweden
CPR.document.i00000657.n0000,IDN,East Asia & Pacific,Indonesia
CPR.document.i00000679.n0000,KOR,East Asia & Pacific,South Korea
CPR.document.i00000682.n0000,COL,Latin America & Caribbean,Colombia
CPR.document.i00000779.n0000,UKR,Europe & Central Asia,Ukraine
CPR.document.i00000797.n0000,ARG,Latin America & Caribbean,Argentina
CPR.document.i00000839.n0000,EUR,Europe & Central Asia,European Union
CPR.document.i00000888.n0000,EUR,Europe & Central Asia,European Union
CPR.document.i00000897.n0000,BRA,Latin America & Caribbean,Brazil
CPR.document.i00000915.n0000,AUS,East Asia & Pacific,Australia
CPR.document.i00000936.n0000,MAR,Middle East & North Africa,Morocco
CPR.document.i00000939.n0000,ARG,Latin America & Caribbean,Argentina
CPR.document.i00000954.n0000,COL,Latin America & Caribbean,Colombia
CPR.document.i00000957.n0000,SWE,Europe & Central Asia,Sweden
CPR.document.i00000964.n0000,CAN,North America,Canada
CPR.document.i00000967.n0000,COL,Latin America & Caribbean,Colombia
CPR.document.i00000985.n0000,CHL,Latin America & Caribbean,Chile
CPR.document.i00001030.n0000,CHL,Latin America & Caribbean,Chile
CPR.document.i00001042.n0000,CHN,East Asia & Pacific,China
CPR.document.i00001054.n0000,THA,East Asia & Pacific,Thailand
CPR.document.i00001057.n0000,DEU,Europe & Central Asia,Germany
CPR.document.i00001060.n0000,CAN,North America,Canada
CPR.document.i00001127.n0000,IND,South Asia,India
CPR.document.i00001142.n0000,FRA,Europe & Central Asia,France
CPR.document.i00001146.n0000,ITA,Europe & Central Asia,Italy
CPR.document.i00001205.n0000,MYS,East Asia & Pacific,Malaysia
CPR.document.i00001247.n0000,GBR,Europe & Central Asia,United Kingdom
CPR.document.i00001292.n0000,ITA,Europe & Central Asia,Italy
CPR.document.i00001323.n0000,CHE,Europe & Central Asia,Switzerland
CPR.document.i00001356.n0000,SAU,Middle East & North Africa,Saudi Arabia
CPR.document.i00001362.n0000,USA,North America,United States of America
CPR.document.i00001375.n0000,RUS,Europe & Central Asia,Russia
CPR.document.i00001381.n0000,CHN,East Asia & Pacific,China
CPR.document.i00001390.n0000,IDN,East Asia & Pacific,Indonesia
CPR.document.i00001393.n0000,KOR,East Asia & Pacific,South Korea
CPR.document.i00001400.n0000,EUR,Europe & Central Asia,European Union
CPR.document.i00001412.n0000,EUR,Europe & Central Asia,European Union
CPR.document.i00001495.n0000,IDN,East Asia & Pacific,Indonesia
CPR.document.i00001498.n0000,AUS,East Asia & Pacific,Australia
CPR.document.i00001501.n0000,TUR,Europe & Central Asia,Turkey
CPR.document.i00001513.n0000,ARG,Latin America & Caribbean,Argentina
CPR.document.i00001531.n0000,AUS,East Asia & Pacific,Australia
CPR.document.i00001534.n0000,MEX,Latin America & Caribbean,Mexico
CPR.document.i00001558.n0000,CAN,North America,Canada
CPR.document.i00001564.n0000,MEX,Latin America & Caribbean,Mexico
